Req ID,Requirement,Type,Project,Feature Area,Section,Status,Priority,Functional Requirements,Product Requirement
N-FR-41,The app shall expose a 'Plan My Day' button in the menu bar that initiates a Planning Session,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,5. Planning Session,Draft,Must Have,,
N-FR-47,"Tasks shall be ordered in the picker: overdue tasks first (oldest first), then today's tasks ordered by Priority (P1 → P3)",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,6. App Task Picker,Draft,Must Have,,
N-FR-46,The task picker shall query Focus Tasks DB for records where: Scheduled Date is on or before today AND Status is not Done AND Status is not Abandoned,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,6. App Task Picker,Draft,Must Have,,
N-FR-56,Weekly Dashboard: show tasks completed this week vs tasks added this week,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,8. Dashboard,Draft,Should Have,,
N-FR-62,Config page — Daily Session Goal: Number property. Default: 2. Target complete focus/break cycles per day.,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,7. Notion Config,Draft,Must Have,,
N-FR-48,"Overdue tasks shall display a label showing the number of days overdue (e.g. '3 days overdue'), derived from the Days Overdue formula field",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,6. App Task Picker,Draft,Must Have,,
N-FR-51,Daily Dashboard: show all tasks where Scheduled Date = today and Status = Scheduled,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,8. Dashboard,Draft,Must Have,,
N-FR-57,Weekly Dashboard: show estimate accuracy — average difference between Estimate and Actual across tasks completed this week,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,8. Dashboard,Draft,Should Have,,
N-FR-49,The picker shall provide an option to browse the full backlog (Unscheduled tasks) for cases where the user wants to pull in additional work,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,6. App Task Picker,Draft,Nice To Have,,
N-FR-64,Changes to the Config page in Notion shall take effect the next time the app is launched or reloaded,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,7. Notion Config,Draft,Should Have,,
N-FR-42,The planning session timer shall default to 10 minutes,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,5. Planning Session,Draft,Should Have,,
N-FR-59,Weekly Dashboard: show session completion rate — percentage of started focus sessions that ran to completion this week,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,8. Dashboard,Draft,Should Have,,
N-FR-52,"Daily Dashboard: show all tasks where Scheduled Date is before today and Status is not Done, with days overdue visible",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,8. Dashboard,Draft,Must Have,,
N-FR-58,Weekly Dashboard: show the user's current streak — consecutive days with at least one completed focus pomodoro,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,8. Dashboard,Draft,Nice To Have,,
N-FR-60,The Notion workspace shall contain a Config page with user-configurable properties readable by the app,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,7. Notion Config,Draft,Must Have,,
N-FR-50,"When a task is selected and the session ends, the app shall prompt the user to mark the task as Done or leave it Scheduled for a future session",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,6. App Task Picker,Draft,Must Have,,
N-FR-54,Daily Dashboard: show today's session log in chronological order,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,8. Dashboard,Draft,Should Have,,
N-FR-53a,Daily Dashboard: show progress toward the daily goal in the format 'X of Y pomodoros / X of Y sessions',Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,8. Dashboard,Draft,Must Have,,
N-FR-44,The app shall write a session record to the Pomodoro Sessions DB with Type = Planning when a planning session ends,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,5. Planning Session,Draft,Must Have,,
