Req ID,Requirement,Type,Project,Feature Area,Section,Status,Priority,Functional Requirements,Product Requirement
N-FR-29,"Tasks with a Scheduled Date in the future shall be valid and stored, but shall not be surfaced in the app's task picker until their scheduled date arrives",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,3. Focus Tasks DB,Draft,Must Have,,N-PR-07 (https://www.notion.so/N-PR-07-366da49ee11281f88fbad08c2efc0e06?pvs=21)
N-FR-30,"Pomodoro Sessions DB — Name: Title field. Auto-generated by the app in the format '[logical-date] · [Type] · Session [N]', where N is the count of sessions of that type logged on the same logical day using the 4AM boundary (e.g. '2026-05-20 · Focus · Session 3' for the third focus session of that logical day).",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,4. Pomodoro Sessions DB,Draft,Must Have,,"N-PR-03 (https://www.notion.so/N-PR-03-366da49ee112817999dbdf589f953fa8?pvs=21), N-PR-09 (https://www.notion.so/N-PR-09-366da49ee1128179b761f7448b09f0c5?pvs=21)"
N-FR-31,Pomodoro Sessions DB — Task: Relation to Focus Tasks DB. Null for break sessions.,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,4. Pomodoro Sessions DB,Draft,Must Have,,"N-PR-03 (https://www.notion.so/N-PR-03-366da49ee112817999dbdf589f953fa8?pvs=21), N-PR-09 (https://www.notion.so/N-PR-09-366da49ee1128179b761f7448b09f0c5?pvs=21)"
N-FR-32,Pomodoro Sessions DB — Project: Rollup from Task relation. Allows filtering sessions by project without extra steps.,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,4. Pomodoro Sessions DB,Draft,Must Have,,"N-PR-03 (https://www.notion.so/N-PR-03-366da49ee112817999dbdf589f953fa8?pvs=21), N-PR-09 (https://www.notion.so/N-PR-09-366da49ee1128179b761f7448b09f0c5?pvs=21)"
N-FR-33,"Pomodoro Sessions DB — Date: Date field. The logical date of the session, determined using the 4AM daily boundary: sessions occurring between midnight and 04:00 are attributed to the previous calendar date, consistent with the app's daily gate logic.",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,4. Pomodoro Sessions DB,Draft,Must Have,,"N-PR-03 (https://www.notion.so/N-PR-03-366da49ee112817999dbdf589f953fa8?pvs=21), N-PR-09 (https://www.notion.so/N-PR-09-366da49ee1128179b761f7448b09f0c5?pvs=21), N-PR-10 (https://www.notion.so/N-PR-10-366da49ee11281de8d49d290c9997312?pvs=21)"
N-FR-34,Pomodoro Sessions DB — Start Time: Date field with time. Session start timestamp.,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,4. Pomodoro Sessions DB,Draft,Must Have,,"N-PR-03 (https://www.notion.so/N-PR-03-366da49ee112817999dbdf589f953fa8?pvs=21), N-PR-09 (https://www.notion.so/N-PR-09-366da49ee1128179b761f7448b09f0c5?pvs=21), N-PR-10 (https://www.notion.so/N-PR-10-366da49ee11281de8d49d290c9997312?pvs=21)"
N-FR-35,Pomodoro Sessions DB — End Time: Date field with time. Session end timestamp.,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,4. Pomodoro Sessions DB,Draft,Must Have,,"N-PR-03 (https://www.notion.so/N-PR-03-366da49ee112817999dbdf589f953fa8?pvs=21), N-PR-09 (https://www.notion.so/N-PR-09-366da49ee1128179b761f7448b09f0c5?pvs=21), N-PR-10 (https://www.notion.so/N-PR-10-366da49ee11281de8d49d290c9997312?pvs=21)"
N-FR-36,Pomodoro Sessions DB — Duration (mins): Formula field. End Time minus Start Time in minutes.,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,4. Pomodoro Sessions DB,Draft,Must Have,,"N-PR-03 (https://www.notion.so/N-PR-03-366da49ee112817999dbdf589f953fa8?pvs=21), N-PR-09 (https://www.notion.so/N-PR-09-366da49ee1128179b761f7448b09f0c5?pvs=21), N-PR-10 (https://www.notion.so/N-PR-10-366da49ee11281de8d49d290c9997312?pvs=21)"
N-FR-37,Pomodoro Sessions DB — Type: Select field. Options: Focus / Short Break / Long Break / Planning,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,4. Pomodoro Sessions DB,Draft,Must Have,,"N-PR-03 (https://www.notion.so/N-PR-03-366da49ee112817999dbdf589f953fa8?pvs=21), N-PR-09 (https://www.notion.so/N-PR-09-366da49ee1128179b761f7448b09f0c5?pvs=21), N-PR-10 (https://www.notion.so/N-PR-10-366da49ee11281de8d49d290c9997312?pvs=21)"
N-FR-38,Pomodoro Sessions DB — Cycle Number: Number field. Which pomodoro in the current 4-cycle block (1-4). Null for breaks and planning sessions.,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,4. Pomodoro Sessions DB,Draft,Must Have,,"N-PR-03 (https://www.notion.so/N-PR-03-366da49ee112817999dbdf589f953fa8?pvs=21), N-PR-09 (https://www.notion.so/N-PR-09-366da49ee1128179b761f7448b09f0c5?pvs=21), N-PR-10 (https://www.notion.so/N-PR-10-366da49ee11281de8d49d290c9997312?pvs=21)"
N-FR-39,"Pomodoro Sessions DB — Completed: Checkbox field. True if the timer ran to completion, or if the user ended the session early and chose Complete rather than Abandon; false if the session was abandoned.",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,4. Pomodoro Sessions DB,Draft,Must Have,,"N-PR-03 (https://www.notion.so/N-PR-03-366da49ee112817999dbdf589f953fa8?pvs=21), N-PR-09 (https://www.notion.so/N-PR-09-366da49ee1128179b761f7448b09f0c5?pvs=21), N-PR-10 (https://www.notion.so/N-PR-10-366da49ee11281de8d49d290c9997312?pvs=21)"
N-FR-40,Pomodoro Sessions DB — Interruptions: Number field. Count of interruptions logged during the session,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,4. Pomodoro Sessions DB,Draft,Nice To Have,,"N-PR-03 (https://www.notion.so/N-PR-03-366da49ee112817999dbdf589f953fa8?pvs=21), N-PR-09 (https://www.notion.so/N-PR-09-366da49ee1128179b761f7448b09f0c5?pvs=21)"
N-FR-43,The app shall run the planning session timer only — it shall not open Notion or any external app automatically when the session begins,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,5. Planning Session,Draft,Must Have,,N-PR-11 (https://www.notion.so/N-PR-11-366da49ee1128189bc04f1c52b4b336d?pvs=21)
N-FR-44,The app shall write a session record to the Pomodoro Sessions DB with Type = Planning when a planning session ends,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,5. Planning Session,Draft,Must Have,,"N-PR-03 (https://www.notion.so/N-PR-03-366da49ee112817999dbdf589f953fa8?pvs=21), N-PR-11 (https://www.notion.so/N-PR-11-366da49ee1128189bc04f1c52b4b336d?pvs=21), N-PR-12 (https://www.notion.so/N-PR-12-366da49ee11281b0bbc1cc698207808a?pvs=21)"
N-FR-45,Planning sessions shall be excluded from all pomodoro count statistics on the dashboard,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,5. Planning Session,Draft,Must Have,,N-PR-12 (https://www.notion.so/N-PR-12-366da49ee11281b0bbc1cc698207808a?pvs=21)
N-FR-46,The task picker shall query Focus Tasks DB for records where: Scheduled Date is on or before today AND Status is not Done AND Status is not Abandoned,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,6. App Task Picker,Draft,Must Have,,N-PR-13 (https://www.notion.so/N-PR-13-366da49ee11281578fe5f3d01e9e4f9a?pvs=21)
N-FR-47,"Tasks shall be ordered in the picker: overdue tasks first (oldest first), then today's tasks ordered by Priority (P1 → P3)",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,6. App Task Picker,Draft,Must Have,,"N-PR-13 (https://www.notion.so/N-PR-13-366da49ee11281578fe5f3d01e9e4f9a?pvs=21), N-PR-14 (https://www.notion.so/N-PR-14-366da49ee11281dbabc0c8ff0ca96cd7?pvs=21)"
N-FR-48,"Overdue tasks shall display a label showing the number of days overdue (e.g. '3 days overdue'), derived from the Days Overdue formula field",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,6. App Task Picker,Draft,Must Have,,N-PR-14 (https://www.notion.so/N-PR-14-366da49ee11281dbabc0c8ff0ca96cd7?pvs=21)
N-FR-49,The picker shall provide an option to browse the full backlog (Unscheduled tasks) for cases where the user wants to pull in additional work,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,6. App Task Picker,Draft,Nice To Have,,N-PR-13 (https://www.notion.so/N-PR-13-366da49ee11281578fe5f3d01e9e4f9a?pvs=21)
N-FR-50,When a focus session ends as Complete — whether the timer ran to zero or the user chose early complete — the app shall prompt the user to mark the task as Done or leave it Scheduled for a future session; no task status prompt shall appear when a session is Abandoned.,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,6. App Task Picker,Draft,Must Have,,N-PR-13 (https://www.notion.so/N-PR-13-366da49ee11281578fe5f3d01e9e4f9a?pvs=21)
N-FR-51,Daily Dashboard: show all tasks where Scheduled Date = today and Status = Scheduled,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,8. Dashboard,Draft,Must Have,,N-PR-15 (https://www.notion.so/N-PR-15-366da49ee11281a9a881db2d7a1087bc?pvs=21)
N-FR-52,"Daily Dashboard: show all tasks where Scheduled Date is before today and Status is not Done, with days overdue visible",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,8. Dashboard,Draft,Must Have,,N-PR-15 (https://www.notion.so/N-PR-15-366da49ee11281a9a881db2d7a1087bc?pvs=21)
N-FR-53,"Daily Dashboard: show count of focus pomodoros completed today (Sessions DB: Type = Focus, Completed = true, Date = today)",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,8. Dashboard,Draft,Must Have,,N-PR-15 (https://www.notion.so/N-PR-15-366da49ee11281a9a881db2d7a1087bc?pvs=21)
N-FR-53a,"Daily Dashboard: show progress toward the two daily planning goals — (1) focus time accumulated today vs Focus Time Goal (in minutes), and (2) Tasks to Complete that are marked Done vs the total set for today; if no planning has been completed for the current day these indicators shall be omitted.",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,8. Dashboard,Draft,Must Have,,"N-PR-16 (https://www.notion.so/N-PR-16-366da49ee11281c4bec1f69d67b6b1ca?pvs=21), N-PR-17 (https://www.notion.so/N-PR-17-366da49ee11281c9adbbebbfad81c19a?pvs=21)"
N-FR-54,Daily Dashboard: show today's session log in chronological order,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,8. Dashboard,Draft,Should Have,,N-PR-15 (https://www.notion.so/N-PR-15-366da49ee11281a9a881db2d7a1087bc?pvs=21)
N-FR-55,Weekly Dashboard: show total pomodoros per project for the current week,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,8. Dashboard,Draft,Should Have,,"N-PR-15 (https://www.notion.so/N-PR-15-366da49ee11281a9a881db2d7a1087bc?pvs=21), N-PR-16 (https://www.notion.so/N-PR-16-366da49ee11281c4bec1f69d67b6b1ca?pvs=21)"
N-FR-56,Weekly Dashboard: show tasks completed this week vs tasks added this week,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,8. Dashboard,Draft,Should Have,,"N-PR-15 (https://www.notion.so/N-PR-15-366da49ee11281a9a881db2d7a1087bc?pvs=21), N-PR-16 (https://www.notion.so/N-PR-16-366da49ee11281c4bec1f69d67b6b1ca?pvs=21)"
N-FR-57,Weekly Dashboard: show estimate accuracy — average difference between Estimate and Actual across tasks completed this week,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,8. Dashboard,Draft,Should Have,,"N-PR-15 (https://www.notion.so/N-PR-15-366da49ee11281a9a881db2d7a1087bc?pvs=21), N-PR-16 (https://www.notion.so/N-PR-16-366da49ee11281c4bec1f69d67b6b1ca?pvs=21)"
N-FR-58,Weekly Dashboard: show the user's current streak — consecutive logical days (as determined by the 4AM daily boundary) on which at least one focus session was completed.,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,8. Dashboard,Draft,Nice To Have,,"N-PR-15 (https://www.notion.so/N-PR-15-366da49ee11281a9a881db2d7a1087bc?pvs=21), N-PR-16 (https://www.notion.so/N-PR-16-366da49ee11281c4bec1f69d67b6b1ca?pvs=21)"
N-FR-59,Weekly Dashboard: show session completion rate — percentage of started focus sessions that ran to completion this week,Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,8. Dashboard,Draft,Should Have,,"N-PR-15 (https://www.notion.so/N-PR-15-366da49ee11281a9a881db2d7a1087bc?pvs=21), N-PR-16 (https://www.notion.so/N-PR-16-366da49ee11281c4bec1f69d67b6b1ca?pvs=21)"
N-FR-65,"The Focus Tasks DB shall include a rollup field counting the number of linked session records where Type = Focus and Completed = true, representing total completed focus sessions per task",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,3. Focus Tasks DB,Draft,Must Have,,N-PR-18 (https://www.notion.so/N-PR-18-367da49ee11281f8810fe82b9e4af7e3?pvs=21)
N-FR-66,"The Focus Tasks DB shall include a rollup field summing the Duration (mins) of all linked session records where Type = Focus, representing total focus time spent on each task",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,3. Focus Tasks DB,Draft,Must Have,,N-PR-18 (https://www.notion.so/N-PR-18-367da49ee11281f8810fe82b9e4af7e3?pvs=21)
N-FR-66a,"The Focus Tasks DB shall include a rollup field summing total focus time in minutes across all linked sessions where Type = Focus, computed from the Duration field in the Sessions DB; actual elapsed duration is used in all cases, including sessions ended early by the user — an 8-minute early-complete counts as 8 minutes, not the configured session length.",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,3. Focus Tasks DB,Draft,Must Have,,N-PR-06 (https://www.notion.so/N-PR-06-366da49ee11281f7ba26f2623b79bf0d?pvs=21)
N-FR-67,"When the user marks a task as complete from the popover, the app shall update the Status field of the corresponding Focus Tasks DB entry to Done via the Notion API",Functional Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,3. Focus Tasks DB,Draft,Must Have,,N-PR-19 (https://www.notion.so/N-PR-19-367da49ee1128112bd17ee0fdd046135?pvs=21)
N-FR-73,"Planning DB — Name: Title field, auto-generated by the app in the format 'Planning — DD MMM YYYY'",Functional Requirement,,Notion Integration,16. Planning DB,Draft,Must Have,,N-PR-20 (https://www.notion.so/N-PR-20-367da49ee1128105bf0ee4c9ffb052bb?pvs=21)
N-FR-74,"Planning DB — Date: Date field, set by the app to today's date using the 4AM boundary, used as the key for querying today's row",Functional Requirement,,Notion Integration,16. Planning DB,Draft,Must Have,,N-PR-20 (https://www.notion.so/N-PR-20-367da49ee1128105bf0ee4c9ffb052bb?pvs=21)
N-FR-75,"Planning DB — Focus Time Goal: Number field in minutes, set by the user in Notion during the planning session",Functional Requirement,,Notion Integration,16. Planning DB,Draft,Must Have,,N-PR-20 (https://www.notion.so/N-PR-20-367da49ee1128105bf0ee4c9ffb052bb?pvs=21)
N-FR-76,"Planning DB — Pomodoro Goal: Number field, written back by the app after calculating ceil(Focus Time Goal / configured focus session duration)",Functional Requirement,,Notion Integration,16. Planning DB,Draft,Must Have,,N-PR-20 (https://www.notion.so/N-PR-20-367da49ee1128105bf0ee4c9ffb052bb?pvs=21)
N-FR-77,Planning DB — Tasks to Complete: Relation field linking to Focus Tasks DB; the user populates this during planning to indicate which specific tasks they intend to complete today,Functional Requirement,,Notion Integration,16. Planning DB,Draft,Must Have,,N-PR-20 (https://www.notion.so/N-PR-20-367da49ee1128105bf0ee4c9ffb052bb?pvs=21)
N-PR-01,"The app shall use Notion as its persistent data store, organised across three linked databases: Projects, Focus Tasks, and Pomodoro Sessions",Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,1. Data Architecture,Draft,Must Have,"N-FR-01 (https://www.notion.so/N-FR-01-366da49ee112814db66aff0e5c424a3b?pvs=21), N-FR-02 (https://www.notion.so/N-FR-02-366da49ee11281e191aaf47160f34af8?pvs=21), N-FR-03 (https://www.notion.so/N-FR-03-366da49ee11281df9074f8601c2c161b?pvs=21)",
N-PR-02,"The three databases shall be related hierarchically: Projects → Focus Tasks → Pomodoro Sessions, so that data rolls up automatically from sessions to tasks to projects",Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,1. Data Architecture,Draft,Must Have,"N-FR-01 (https://www.notion.so/N-FR-01-366da49ee112814db66aff0e5c424a3b?pvs=21), N-FR-02 (https://www.notion.so/N-FR-02-366da49ee11281e191aaf47160f34af8?pvs=21), N-FR-03 (https://www.notion.so/N-FR-03-366da49ee11281df9074f8601c2c161b?pvs=21)",
N-PR-03,The user shall never need to manually update the Pomodoro Sessions database — the app writes to it automatically,Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,1. Data Architecture,Draft,Must Have,"N-FR-30 (https://www.notion.so/N-FR-30-366da49ee1128177a3d2dd2fddd95f87?pvs=21), N-FR-31 (https://www.notion.so/N-FR-31-366da49ee11281fb9825fc60ad8893f4?pvs=21), N-FR-32 (https://www.notion.so/N-FR-32-366da49ee112813d8b09d47196b924c5?pvs=21), N-FR-33 (https://www.notion.so/N-FR-33-366da49ee11281d99afbc2f3478a35db?pvs=21), N-FR-34 (https://www.notion.so/N-FR-34-366da49ee112815d911ee2ebf7f4c10f?pvs=21), N-FR-35 (https://www.notion.so/N-FR-35-366da49ee1128176b815cbff7c8465ed?pvs=21), N-FR-36 (https://www.notion.so/N-FR-36-366da49ee11281d79720fa0e6c84b979?pvs=21), N-FR-37 (https://www.notion.so/N-FR-37-366da49ee112815787d9d4f506a6fe9b?pvs=21), N-FR-38 (https://www.notion.so/N-FR-38-366da49ee11281809345ead490f89a83?pvs=21), N-FR-39 (https://www.notion.so/N-FR-39-366da49ee112811e929ec579db1a6a18?pvs=21), N-FR-40 (https://www.notion.so/N-FR-40-366da49ee11281688bd9d33ed6e73f3e?pvs=21), N-FR-44 (https://www.notion.so/N-FR-44-366da49ee11281eab6b6c10fe358573c?pvs=21)",
N-PR-04,"The Projects DB shall act as a top-level container for all work, allowing tasks and pomodoro stats to be viewed and compared at the project level",Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,2. Projects DB,Draft,Must Have,"N-FR-04 (https://www.notion.so/N-FR-04-366da49ee112817f9ca0d89c5da48d60?pvs=21), N-FR-05 (https://www.notion.so/N-FR-05-366da49ee11281bebc7afa72603890cf?pvs=21), N-FR-06 (https://www.notion.so/N-FR-06-366da49ee112817da63fe72b15425b27?pvs=21), N-FR-07 (https://www.notion.so/N-FR-07-366da49ee11281a499ecce64f88b21c1?pvs=21), N-FR-08 (https://www.notion.so/N-FR-08-366da49ee112814c8c1eeb32f4bc862d?pvs=21), N-FR-09 (https://www.notion.so/N-FR-09-366da49ee11281cb9f98d8c1f30bf27d?pvs=21), N-FR-10 (https://www.notion.so/N-FR-10-366da49ee11281f8a4d0c1d4c014f0f2?pvs=21), N-FR-11 (https://www.notion.so/N-FR-11-366da49ee1128156ab24c7ddce933992?pvs=21)",
N-PR-05,"Projects shall be categorised by Area to allow filtering across domains of life (e.g. Work, Personal, Learning)",Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,2. Projects DB,Draft,Should Have,N-FR-06 (https://www.notion.so/N-FR-06-366da49ee112817da63fe72b15425b27?pvs=21),
N-PR-06,"The Focus Tasks DB shall be the primary list of work the user intends to do, organised by project and schedulable to specific dates",Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,3. Focus Tasks DB,Draft,Must Have,"N-FR-12 (https://www.notion.so/N-FR-12-366da49ee11281cca0d3f6ac03c5000c?pvs=21), N-FR-13 (https://www.notion.so/N-FR-13-366da49ee11281f2a78ef06754578543?pvs=21), N-FR-14 (https://www.notion.so/N-FR-14-366da49ee11281f9bef5fc3385a59667?pvs=21), N-FR-18 (https://www.notion.so/N-FR-18-366da49ee11281279015e48d179621a7?pvs=21), N-FR-21 (https://www.notion.so/N-FR-21-366da49ee11281a59757c79f4406adf3?pvs=21), N-FR-22 (https://www.notion.so/N-FR-22-366da49ee1128131bf2ce52434dc42ee?pvs=21), N-FR-23 (https://www.notion.so/N-FR-23-366da49ee11281e18cddd3c079e24d4a?pvs=21), N-FR-24 (https://www.notion.so/N-FR-24-366da49ee112819d88bffd2cedbda0ce?pvs=21), N-FR-25 (https://www.notion.so/N-FR-25-366da49ee11281729d3af9e82d191c82?pvs=21)",
N-PR-07,"Tasks shall be schedulable to a specific date rather than a status bucket, so that unfinished tasks automatically become overdue without manual intervention",Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,3. Focus Tasks DB,Draft,Must Have,"N-FR-14 (https://www.notion.so/N-FR-14-366da49ee11281f9bef5fc3385a59667?pvs=21), N-FR-15 (https://www.notion.so/N-FR-15-366da49ee112819d8489d1041cf11f9b?pvs=21), N-FR-16 (https://www.notion.so/N-FR-16-366da49ee1128170a7e5e6f6c0b428db?pvs=21), N-FR-17 (https://www.notion.so/N-FR-17-366da49ee112811c87cffaf75fc75a50?pvs=21), N-FR-26 (https://www.notion.so/N-FR-26-366da49ee112814f8acacf9b360f08e9?pvs=21), N-FR-27 (https://www.notion.so/N-FR-27-366da49ee112811cb6ccc487cd9e0c75?pvs=21), N-FR-28 (https://www.notion.so/N-FR-28-366da49ee112819c8351f14100f6e69a?pvs=21), N-FR-29 (https://www.notion.so/N-FR-29-366da49ee11281b098ffefa30fc5f881?pvs=21)",
N-PR-08,"The Focus Tasks DB shall track both the user's estimated and actual pomodoro count per task, enabling improvement of estimation accuracy over time",Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,3. Focus Tasks DB,Draft,Should Have,"N-FR-19 (https://www.notion.so/N-FR-19-366da49ee11281d38941c0a71b627e57?pvs=21), N-FR-20 (https://www.notion.so/N-FR-20-366da49ee11281229134d34dcf3cadb7?pvs=21)",
N-PR-09,"The Pomodoro Sessions DB shall act as an append-only event log, written to automatically by the app at the end of every session",Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,4. Pomodoro Sessions DB,Draft,Must Have,"N-FR-30 (https://www.notion.so/N-FR-30-366da49ee1128177a3d2dd2fddd95f87?pvs=21), N-FR-31 (https://www.notion.so/N-FR-31-366da49ee11281fb9825fc60ad8893f4?pvs=21), N-FR-32 (https://www.notion.so/N-FR-32-366da49ee112813d8b09d47196b924c5?pvs=21), N-FR-33 (https://www.notion.so/N-FR-33-366da49ee11281d99afbc2f3478a35db?pvs=21), N-FR-34 (https://www.notion.so/N-FR-34-366da49ee112815d911ee2ebf7f4c10f?pvs=21), N-FR-35 (https://www.notion.so/N-FR-35-366da49ee1128176b815cbff7c8465ed?pvs=21), N-FR-36 (https://www.notion.so/N-FR-36-366da49ee11281d79720fa0e6c84b979?pvs=21), N-FR-37 (https://www.notion.so/N-FR-37-366da49ee112815787d9d4f506a6fe9b?pvs=21), N-FR-38 (https://www.notion.so/N-FR-38-366da49ee11281809345ead490f89a83?pvs=21), N-FR-39 (https://www.notion.so/N-FR-39-366da49ee112811e929ec579db1a6a18?pvs=21), N-FR-40 (https://www.notion.so/N-FR-40-366da49ee11281688bd9d33ed6e73f3e?pvs=21)",
N-PR-10,Session records shall contain enough data to power all dashboard statistics without requiring additional manual input from the user,Product Requirement,Pomodoro Timer (https://www.notion.so/Pomodoro-Timer-366da49ee112802a9df7cc88b889bb39?pvs=21),Notion Integration,4. Pomodoro Sessions DB,Draft,Must Have,"N-FR-33 (https://www.notion.so/N-FR-33-366da49ee11281d99afbc2f3478a35db?pvs=21), N-FR-34 (https://www.notion.so/N-FR-34-366da49ee112815d911ee2ebf7f4c10f?pvs=21), N-FR-35 (https://www.notion.so/N-FR-35-366da49ee1128176b815cbff7c8465ed?pvs=21), N-FR-36 (https://www.notion.so/N-FR-36-366da49ee11281d79720fa0e6c84b979?pvs=21), N-FR-37 (https://www.notion.so/N-FR-37-366da49ee112815787d9d4f506a6fe9b?pvs=21), N-FR-38 (https://www.notion.so/N-FR-38-366da49ee11281809345ead490f89a83?pvs=21), N-FR-39 (https://www.notion.so/N-FR-39-366da49ee112811e929ec579db1a6a18?pvs=21)",
